OverallQual,CentralAir_Y,Exterior2nd_VinylSd,BsmtExposure_No,FullBath,Fireplaces,RoofStyle_Gable,FireplaceQu_Ex,MSZoning_RL,1stFlrSF,GarageFinish_0,Baths,FireplaceQu_Gd,Foundation_CBlock,BsmtQual_Gd,YearBuilt,RoofStyle_Hip,GarageCond_TA,KitchenQual_Ex,TotRmsAbvGrd,Neighborhood_NridgHt,HeatingQC_Ex,has_OpenPorchSF,MSSubClass_30,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Foundation_PConc,TotalBsmtSF,BsmtExposure_Gd,HouseStyle_2Story,GarageType_0,Electrical_SBrkr,GarageQual_TA,has_WoodDeckSF,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,ExterQual_Ex,BsmtFinSF1,MasVnrArea,MSZoning_RM,BsmtQual_Ex,SaleType_WD,GarageType_Detchd,GarageQual_0,Neighborhood_StoneBr,open_outside_areas,GarageCars,HeatingQC_TA,ExterQual_TA,PavedDrive_Y,PavedDrive_N,roominess,HalfBath,SaleCondition_Partial,ExterQual_Gd,GarageCond_0,BsmtFullBath,OpenPorchSF,BsmtFinType1_GLQ,MasVnrType_Stone,Foundation_BrkTil,MasVnrType_None,Exterior1st_VinylSd,BsmtQual_TA,WoodDeckSF,has_MasVnrArea,GarageFinish_Fin,KitchenQual_Gd,GrLivArea,MSSubClass_60,SaleType_New,CentralAir_N,LotFrontage,2ndFlrSF,BsmtUnfSF,KitchenQual_TA,Neighborhood_NoRidge,GarageFinish_Unf,LotArea,FireplaceQu_0,SalePrice
5,1,0,0,3,0,1,0,1,1200,1,6.0,0,1,1,1987,0,0,0,5,0,0,0,0,1988,0,0,1,0,1200,1,0,1,1,0,1,0,0,1978.5061638868744,0,1200,0.0,0,0,1,0,1,0,1,0,1,1,1,0,240.0,0,0,0,1,3,0,1,0,0,1,0,0,120,0,0,0,1200,0,0,0,60.0,0,0,1,0,0,10800,1,179000
7,1,1,1,2,0,1,0,1,864,0,2.5,0,0,1,2004,0,1,0,7,0,1,1,0,2004,572,1,0,1,864,0,1,0,1,1,1,1,0,2004.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,246.85714285714286,1,0,1,0,0,56,0,0,0,1,1,0,187,0,0,1,1728,1,0,0,65.0,864,864,0,0,0,9313,1,190000
5,1,0,1,2,0,1,0,0,768,0,2.0,0,0,0,1910,0,0,0,7,0,1,0,0,2002,360,0,1,0,264,0,1,0,1,1,1,0,0,1910.0,0,0,0.0,1,0,1,1,0,0,1,2,0,1,1,0,204.57142857142858,0,0,0,0,0,0,0,0,1,1,0,0,270,0,0,0,1432,0,0,0,60.0,664,264,1,0,1,9600,1,132000
6,1,0,0,1,0,0,0,1,912,0,2.5,0,1,0,1961,1,1,0,5,0,0,0,0,1996,288,1,0,0,912,0,0,0,1,1,1,0,0,1962.0,0,832,0.0,0,0,1,1,0,0,1,1,0,1,1,0,182.4,0,0,0,0,1,0,1,0,0,1,0,1,168,0,0,1,912,0,0,0,65.0,0,80,0,0,1,6768,1,142000
7,1,1,1,2,0,1,0,1,1349,0,2.0,0,0,1,2000,0,1,0,6,0,1,1,0,2001,539,0,1,1,1349,0,0,0,1,1,1,1,0,2000.0,0,0,108.0,0,0,1,0,0,0,1,2,0,1,1,0,224.83333333333334,0,0,0,0,0,55,0,0,0,0,1,0,120,1,0,0,1349,0,0,0,65.0,0,1349,1,0,1,8450,1,179000
5,1,0,0,2,1,1,0,1,1464,0,2.5,0,1,1,1963,0,1,0,6,0,1,0,0,1999,480,1,0,0,520,0,0,0,1,1,1,1,0,1997.0,0,444,0.0,0,0,1,0,0,0,1,2,0,1,1,0,244.0,0,0,0,0,0,0,0,0,0,1,0,0,302,0,0,0,1464,0,0,0,70.0,0,76,1,0,0,12886,0,175000
8,1,0,1,2,1,1,0,1,1337,0,3.0,0,0,1,1993,0,1,0,5,0,0,0,0,1993,462,1,0,1,1337,0,0,0,1,1,1,1,0,1993.0,0,733,0.0,0,0,1,0,0,1,1,2,0,0,1,0,267.4,0,0,1,0,1,0,1,0,0,1,0,0,96,0,0,1,1337,0,0,0,41.0,0,604,0,0,0,5395,0,180000
8,1,1,1,3,2,0,0,1,1175,0,4.0,0,1,0,1976,1,1,0,11,0,1,1,0,1996,831,1,0,0,1142,0,1,0,1,1,0,0,1,1994.0,1,575,289.0,0,0,1,0,0,0,1,2,0,0,1,0,246.8181818181818,1,0,0,0,0,204,1,0,0,0,1,1,0,1,1,1,2715,1,0,0,70.04995836802665,1540,487,0,0,0,8963,0,299800
7,1,1,1,2,1,1,0,1,980,0,2.5,0,0,1,2000,0,1,0,8,0,1,1,0,2000,554,1,0,1,952,0,1,0,1,1,1,0,1,2000.0,0,300,0.0,0,0,1,0,0,0,1,2,0,0,1,0,282.0,1,0,1,0,0,54,1,0,0,1,1,0,224,0,1,1,2256,1,0,0,70.04995836802665,1276,652,0,0,0,8795,0,236000
7,0,0,1,1,1,0,0,0,1320,0,1.5,1,0,0,1880,0,1,0,8,0,0,0,0,2003,864,1,0,0,1240,0,1,0,1,1,1,0,0,1950.0,0,0,0.0,1,0,1,1,0,0,1,4,1,0,0,1,330.0,1,0,1,0,0,0,0,0,0,1,0,1,181,0,0,1,2640,0,0,1,65.0,1320,1240,0,0,1,11700,0,265979
7,1,1,1,2,1,0,0,1,1720,0,3.0,0,0,1,1996,1,1,0,7,0,1,1,0,1996,527,1,0,1,1720,0,0,0,1,1,1,1,0,1996.0,0,919,338.0,0,0,1,0,0,0,1,2,0,0,1,0,245.71428571428572,0,0,1,0,1,56,1,0,0,0,1,0,240,1,1,1,1720,0,0,0,59.0,0,801,0,1,0,10593,0,260400
4,0,0,0,2,0,1,0,1,1088,0,2.0,0,0,0,1945,0,1,0,9,0,0,0,0,1950,240,0,1,0,0,0,0,0,0,1,1,0,0,1945.0,0,0,0.0,0,0,1,1,0,0,1,1,1,1,0,1,169.88888888888889,0,0,0,0,0,0,0,0,0,1,0,0,92,0,0,0,1529,0,0,1,50.0,441,0,1,0,1,8405,1,98000
4,1,0,1,1,0,1,0,0,792,1,1.0,0,0,0,1910,0,0,0,7,0,0,1,0,2004,0,0,1,0,576,0,0,1,1,0,0,0,0,1978.5061638868744,0,0,0.0,1,0,1,0,1,0,1,0,0,1,0,1,162.85714285714286,0,0,0,1,0,160,0,0,1,1,0,1,0,0,0,0,1140,0,0,0,55.0,348,576,1,0,0,8800,1,96500
7,1,1,1,2,0,1,0,1,660,0,2.5,0,0,1,2003,0,1,0,6,0,1,1,0,2003,400,0,1,1,660,0,1,0,1,1,0,1,0,2003.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,220.0,1,0,1,0,0,48,0,0,0,1,1,0,0,0,1,1,1320,1,0,0,70.04995836802665,660,660,0,0,0,7750,1,162000
6,1,1,0,2,0,1,0,1,1494,0,3.0,0,0,1,1997,0,1,0,6,0,1,1,0,1997,576,1,0,1,1479,1,0,0,1,1,1,1,0,1997.0,0,1200,0.0,0,0,1,0,0,0,1,2,0,1,1,0,249.0,0,0,0,0,1,27,1,0,0,1,1,0,168,0,0,1,1494,0,0,0,79.0,0,279,0,0,0,9236,1,217000
8,1,1,0,2,1,1,0,1,1038,0,2.5,1,0,1,2005,0,1,1,8,1,0,1,0,2005,878,0,1,1,1030,0,1,0,1,1,1,1,0,2005.0,0,0,178.0,0,0,1,0,0,0,1,3,0,0,1,0,262.25,1,0,1,0,0,52,0,0,0,0,1,0,192,1,0,0,2098,1,0,0,80.0,1060,1030,0,0,0,10240,0,275500
6,1,0,1,1,0,1,0,1,1026,0,2.0,0,1,0,1969,0,1,0,5,0,0,1,0,2005,440,0,1,0,1026,0,0,0,1,1,1,0,0,1969.0,0,439,0.0,0,0,1,1,0,0,1,2,0,1,1,0,205.2,0,0,0,0,1,48,1,0,0,1,0,1,171,0,0,1,1026,0,0,0,61.0,0,115,0,0,0,7930,1,156000
6,1,0,1,2,0,1,0,0,742,0,2.5,0,0,1,1999,0,1,0,6,0,0,1,0,1999,440,0,1,1,729,0,1,0,1,1,0,0,0,1999.0,0,381,894.0,0,0,1,1,0,0,1,2,0,1,1,0,245.16666666666666,1,0,0,0,0,24,1,0,0,0,0,0,0,1,0,0,1471,0,0,0,34.0,729,348,1,0,1,3230,1,172500
8,1,1,0,2,0,1,0,1,866,0,2.5,0,0,1,2007,0,1,0,7,0,1,1,0,2007,578,1,0,1,866,0,1,0,1,1,1,1,0,2007.0,0,20,0.0,0,0,1,0,0,0,1,2,0,0,1,0,252.57142857142858,1,0,1,0,0,105,1,0,0,1,1,0,144,0,0,1,1768,1,0,0,68.0,902,846,0,0,0,10769,1,212000
6,1,0,0,2,1,0,0,1,672,0,2.5,0,1,0,1978,1,1,0,6,0,0,0,0,1978,440,1,0,0,672,0,1,0,1,1,1,1,0,1978.0,0,438,328.0,0,0,1,0,0,0,1,2,1,1,1,0,231.0,1,0,0,0,0,0,0,0,0,0,0,1,335,1,1,0,1386,1,0,0,70.04995836802665,714,234,1,0,0,11616,0,158900
7,1,0,1,2,0,1,0,0,757,0,2.5,0,0,1,1999,0,1,0,6,0,0,0,0,1999,440,0,1,1,744,0,1,0,1,1,0,0,0,1999.0,0,549,360.0,0,0,1,1,0,0,0,2,0,1,1,0,250.16666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1501,0,0,0,24.0,744,195,1,0,1,2280,1,179400
8,1,1,0,2,1,1,0,1,1328,0,2.5,0,0,1,1995,0,1,0,9,0,1,1,0,1995,752,1,0,1,1318,0,1,0,1,1,1,1,0,1995.0,0,56,513.0,0,0,1,0,0,0,1,3,0,0,1,0,281.22222222222223,1,0,1,0,0,98,0,0,0,0,1,0,222,1,0,1,2531,1,0,0,65.0,1203,1198,0,1,0,12257,0,290000
6,1,0,1,1,0,0,0,1,864,0,1.0,0,1,0,1959,1,0,0,5,0,1,0,0,1959,300,0,1,0,864,0,0,0,1,0,0,0,0,2008.0,0,612,0.0,0,0,1,1,0,0,0,1,0,1,1,0,172.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,864,0,0,0,70.0,0,252,1,0,1,9100,1,127500
5,1,0,0,1,0,1,0,0,1301,0,1.0,0,0,0,1924,0,1,0,5,0,0,0,1,1950,440,0,1,1,1145,0,0,0,1,1,0,0,0,1965.0,0,405,0.0,1,0,1,1,0,0,0,2,1,1,1,0,260.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1301,0,0,0,60.0,0,740,0,0,1,6911,1,100000
7,1,1,0,2,0,1,0,0,764,0,2.5,0,0,1,2009,0,1,0,7,0,1,1,0,2009,614,0,1,1,756,0,1,0,1,1,1,1,0,2009.0,0,24,0.0,0,0,0,0,0,0,1,2,0,1,1,0,221.0,1,0,0,0,0,45,1,0,0,1,1,0,169,0,0,1,1547,1,0,0,72.0,783,732,0,0,1,8640,1,215200
8,1,1,0,2,1,1,0,1,1268,0,3.5,1,0,1,1999,0,1,0,8,0,1,1,0,1999,856,0,1,1,1252,0,1,0,1,1,0,1,0,1999.0,0,1163,673.0,0,0,1,0,0,0,1,3,0,0,1,0,295.625,1,0,1,0,1,128,1,0,0,0,1,0,0,1,0,1,2365,1,0,0,82.0,1097,89,0,1,0,9430,0,337000
8,1,0,0,1,1,0,0,1,1494,0,2.5,1,0,1,1995,1,1,1,6,0,1,1,0,1996,481,1,0,1,1494,0,0,0,1,1,0,1,0,1995.0,0,437,0.0,0,0,1,0,0,0,1,2,0,0,1,0,249.0,1,0,1,0,1,30,0,0,0,1,0,0,0,0,1,0,1494,0,0,0,30.0,0,0,0,0,0,9549,0,270000
9,1,1,1,2,1,1,0,1,1506,0,2.0,1,0,1,2008,0,1,1,6,0,1,1,0,2008,592,1,0,1,1498,0,0,0,1,1,0,1,0,2008.0,0,0,284.0,0,0,0,0,0,0,1,2,0,0,1,0,251.0,0,1,1,0,0,174,0,1,0,0,1,0,0,1,1,0,1506,0,1,0,75.0,0,1498,0,0,0,14587,0,264132
7,1,0,1,2,1,1,0,1,980,0,2.5,0,1,1,1988,0,1,0,7,0,0,1,0,1988,496,0,1,0,980,0,1,0,1,1,1,1,0,1988.0,0,394,42.0,0,0,1,0,0,0,1,2,1,1,1,0,244.85714285714286,1,0,0,0,0,66,1,0,0,0,0,0,228,1,0,0,1714,1,0,0,80.0,734,586,1,0,1,10421,0,196500
6,1,1,0,2,0,1,0,1,983,0,3.0,0,1,1,1940,0,1,0,7,0,1,0,0,1985,423,1,0,0,983,0,0,0,1,1,1,1,0,1989.0,0,660,0.0,0,0,1,0,0,0,1,1,0,1,1,0,250.0,0,0,0,0,1,0,0,0,0,1,1,0,245,0,0,0,1750,0,0,0,75.0,767,323,1,0,1,12508,1,160000
7,1,1,1,2,1,0,0,1,1836,0,2.0,1,0,1,2004,1,1,0,8,0,1,1,0,2005,484,0,1,1,1860,0,0,0,1,1,1,1,0,2004.0,0,24,0.0,0,0,1,0,0,0,1,2,0,0,1,0,229.5,0,0,1,0,0,33,1,0,0,1,1,0,120,0,1,1,1836,0,0,0,70.0,0,1836,0,0,0,9100,0,216837
8,1,0,0,3,1,0,0,1,1690,0,4.5,1,0,1,2003,1,1,1,12,0,1,1,0,2003,841,0,0,1,1650,1,1,0,1,1,1,0,1,2003.0,1,1416,603.0,0,0,1,0,0,1,1,3,0,0,1,0,273.25,1,0,0,0,1,36,0,0,0,0,0,0,503,1,1,0,3279,1,0,0,47.0,1589,234,0,0,0,53504,0,538000
5,1,0,0,1,0,0,0,1,858,0,2.0,0,1,1,1982,1,1,0,5,0,0,0,0,1982,576,1,0,0,858,0,0,0,1,1,1,0,0,1983.0,0,685,0.0,0,0,1,1,0,0,1,2,1,1,1,0,171.6,0,0,0,0,1,0,1,0,0,1,0,0,120,0,0,0,858,0,0,0,70.04995836802665,0,173,1,0,1,7252,1,134900
4,1,0,1,1,0,1,0,1,1220,0,1.0,0,1,0,1951,0,1,0,6,0,0,0,0,1951,396,0,1,0,836,0,0,0,0,1,0,0,0,1951.0,0,836,0.0,0,0,0,1,0,0,0,2,1,1,1,0,203.33333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1220,0,0,0,67.0,0,0,1,0,1,8877,1,102000
6,1,0,0,1,1,1,0,1,1117,0,2.0,0,1,0,1976,0,1,0,6,0,0,0,0,1976,672,0,1,0,1029,0,0,0,1,1,1,0,0,1976.0,0,422,0.0,0,0,1,1,0,0,1,2,1,1,1,0,186.16666666666666,0,0,0,0,1,0,0,0,0,1,0,1,144,0,0,0,1117,0,0,0,94.0,0,480,1,0,1,7819,0,107000
5,1,0,1,1,0,1,0,1,912,0,1.0,0,1,0,1958,0,1,0,5,0,1,0,0,1958,275,0,1,0,912,0,0,0,0,1,0,1,0,1958.0,0,456,1.0,0,0,0,0,0,0,0,1,0,1,1,0,182.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,912,0,0,0,70.0,0,456,1,0,0,10150,1,114500
8,1,1,0,2,1,0,0,1,1973,0,2.0,1,0,1,2006,1,1,0,9,1,0,1,0,2006,895,0,1,1,1935,0,0,0,1,1,1,1,0,2006.0,0,0,375.0,0,0,0,0,0,0,1,3,0,0,1,0,219.22222222222223,0,1,1,0,0,45,0,0,0,0,1,0,315,1,1,1,1973,0,1,0,110.0,0,1935,0,0,0,14226,0,395000
6,1,1,1,2,0,0,0,0,1204,0,3.0,0,0,0,1998,1,1,0,5,0,1,1,0,1998,412,0,1,1,1204,0,0,0,1,1,0,1,0,1998.0,0,866,320.0,1,1,1,0,0,0,1,2,0,1,1,0,240.8,0,0,0,0,1,247,1,0,0,0,1,0,0,1,1,0,1204,0,0,0,32.0,0,338,1,0,0,4500,1,162000
7,1,1,0,2,0,1,0,1,1614,0,2.0,0,0,1,2005,0,1,0,7,0,1,1,0,2006,865,1,0,1,1614,0,0,0,1,1,1,1,0,2005.0,0,20,240.0,0,0,0,0,0,0,1,3,0,0,1,0,230.57142857142858,0,1,1,0,0,59,1,0,0,0,1,0,144,1,0,1,1614,0,1,0,86.0,0,1594,0,0,0,11210,1,221500
5,1,0,1,1,1,0,0,1,894,0,2.0,0,1,0,1974,1,1,0,5,0,0,0,0,1974,440,1,0,0,864,0,0,0,1,1,1,1,0,1974.0,0,762,0.0,0,0,1,0,0,0,1,2,1,1,1,0,178.8,0,0,0,0,1,0,0,0,0,1,0,1,241,0,0,0,894,0,0,0,100.0,0,102,1,0,1,13350,0,142500
5,1,0,0,2,2,1,0,0,2020,0,2.0,0,0,0,1977,0,1,0,10,0,0,0,0,1977,630,0,1,0,0,0,0,0,1,1,0,0,0,1977.0,0,0,320.0,0,0,1,1,0,0,0,2,1,1,1,0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,0,0,0,60.0,0,0,1,0,1,8400,0,144000
6,1,0,0,1,0,1,0,1,1004,0,2.0,0,1,1,1977,0,1,0,4,0,0,0,0,1977,504,0,1,0,975,1,0,0,1,1,0,1,0,1977.0,0,975,90.0,0,0,1,0,0,0,0,2,1,1,1,0,251.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1004,0,0,0,78.0,0,0,1,0,1,10530,1,135000
7,1,0,1,2,1,1,0,1,1253,0,2.0,0,0,1,1995,0,1,0,6,0,0,1,0,1996,402,0,1,1,1237,0,0,0,1,1,1,1,0,1995.0,0,0,38.0,0,0,1,0,0,0,1,2,0,1,1,0,208.83333333333334,0,0,0,0,0,21,0,0,0,0,0,0,220,1,1,0,1253,0,0,0,63.0,0,1237,1,0,0,7875,0,176000
6,1,1,1,2,0,1,0,1,810,0,2.5,0,0,1,1992,0,1,0,7,0,1,1,0,1992,484,0,1,1,761,0,1,0,1,1,0,1,0,1992.0,0,387,0.0,0,0,1,0,0,0,1,2,0,0,1,0,229.0,1,0,1,0,0,124,0,0,0,1,1,0,0,0,0,1,1603,1,0,0,65.0,793,374,0,0,0,7153,1,175900
7,1,1,1,2,0,1,0,1,1430,0,2.0,0,0,1,2001,0,1,0,6,0,1,1,0,2002,605,0,0,1,1413,0,0,0,1,1,0,1,0,2001.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,238.33333333333334,0,0,1,0,0,33,0,0,0,1,1,0,0,0,0,1,1430,0,0,0,67.0,0,1413,0,0,0,16285,1,187100
5,1,0,0,1,1,1,0,1,1110,0,2.0,0,0,1,1978,0,1,0,4,0,1,1,0,1978,602,1,0,1,1097,0,0,0,1,1,1,1,0,1978.0,0,1097,104.0,0,0,1,0,0,0,1,2,0,1,1,0,277.5,0,0,0,0,1,30,1,0,0,0,0,0,303,1,1,1,1110,0,0,0,70.04995836802665,0,0,0,0,0,9101,0,165500
6,1,0,1,2,1,1,0,0,742,1,2.0,1,1,0,1914,0,0,0,9,0,1,1,0,2001,0,0,1,0,742,0,0,1,1,0,0,0,0,1978.5061638868744,0,0,0.0,1,0,1,0,1,0,1,0,0,1,1,0,164.88888888888889,0,0,0,1,0,291,0,0,0,1,0,1,0,0,0,0,1484,0,0,0,35.0,742,742,1,0,0,6300,0,128000
6,1,0,1,2,1,1,0,1,1342,0,2.0,1,1,0,1967,0,1,0,7,0,0,0,0,1967,457,0,1,0,1372,0,0,0,1,1,0,1,0,1967.0,0,251,0.0,0,0,1,0,0,0,0,2,1,1,1,0,191.71428571428572,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1342,0,0,0,70.04995836802665,0,491,1,0,1,9790,0,161500
5,1,0,1,2,0,1,0,0,966,0,3.0,0,0,0,1915,0,1,0,7,0,0,0,0,1950,416,0,1,1,686,0,0,0,1,1,0,0,0,1961.0,0,686,0.0,1,0,1,1,0,0,0,1,1,1,1,0,236.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1652,0,0,0,60.0,686,0,1,0,1,10800,1,139000
7,1,1,1,2,0,1,0,1,956,0,3.5,0,0,1,2004,0,1,0,8,0,1,1,0,2004,618,1,0,1,956,0,1,0,1,1,0,0,1,2004.0,0,656,0.0,0,0,1,0,0,0,1,2,0,0,1,0,260.5,1,0,1,0,1,45,1,0,0,1,1,0,0,0,0,1,2084,1,0,0,76.0,1128,300,0,0,0,10142,1,233000
4,1,0,1,1,0,1,0,0,901,0,1.0,0,1,0,1954,0,1,0,4,0,1,0,0,2000,281,0,1,0,901,0,0,0,1,0,0,0,0,1954.0,0,0,0.0,1,0,1,1,0,0,0,1,0,1,1,0,225.25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,901,0,0,0,50.0,0,901,1,0,1,6000,1,107900
6,1,0,0,2,0,1,0,1,976,0,2.5,0,1,0,1966,0,1,0,9,0,0,1,0,2007,444,1,0,0,832,1,1,0,1,1,1,1,0,1966.0,0,568,157.0,0,0,1,0,0,0,1,2,0,1,1,0,231.88888888888889,1,0,0,0,0,168,0,0,0,0,0,1,133,1,1,1,2087,1,0,0,70.04995836802665,1111,264,0,0,0,12205,1,187500
7,1,1,1,2,1,1,0,1,1145,0,2.0,1,0,1,2005,0,1,0,5,0,1,1,0,2006,397,0,1,1,1145,0,0,0,1,1,1,1,0,2005.0,0,16,11.0,0,0,1,0,0,0,1,2,0,0,1,0,229.0,0,0,1,0,0,16,1,0,0,0,1,0,100,1,1,1,1145,0,0,0,43.0,0,1129,0,0,0,3182,0,160200
6,1,0,0,1,2,1,0,1,1062,0,2.0,0,0,1,1976,0,1,0,5,0,0,0,0,1976,539,1,0,1,1029,0,0,0,1,1,1,1,0,1976.0,0,539,0.0,0,0,1,0,0,0,1,2,1,1,1,0,212.4,0,0,0,0,1,0,0,0,0,1,0,0,120,0,0,0,1062,0,0,0,70.04995836802665,0,490,1,0,0,11333,0,146800
7,1,0,0,2,1,1,0,1,1127,0,3.5,0,0,1,1996,0,1,0,8,0,1,1,0,1997,455,1,0,1,1117,0,1,0,1,1,1,1,0,1997.0,0,862,0.0,0,0,1,0,0,0,1,2,0,0,1,0,251.625,1,0,1,0,1,130,1,0,0,1,0,0,180,0,0,0,2013,1,0,0,92.0,886,255,1,1,1,9920,0,269790
8,1,0,0,2,0,1,0,1,1496,0,2.0,0,0,1,2007,0,1,0,7,0,1,1,0,2007,474,0,1,1,1496,0,0,0,1,1,1,1,0,2007.0,0,0,140.0,0,0,0,0,0,0,1,2,0,0,1,0,213.71428571428572,0,1,1,0,0,130,0,1,0,0,0,0,168,1,1,1,1496,0,1,0,76.0,0,1496,0,0,0,9158,1,225000
7,1,0,1,2,1,1,0,1,1086,0,2.5,0,0,1,1994,0,1,0,7,0,1,1,0,1996,409,1,0,1,712,0,1,0,1,1,1,1,0,1994.0,0,0,0.0,0,0,1,0,0,0,1,2,0,0,1,0,270.7142857142857,1,0,1,0,0,46,0,0,0,1,0,0,143,0,1,1,1895,1,0,0,70.04995836802665,809,712,0,0,0,10832,0,194500
6,1,0,1,2,1,1,0,1,888,0,2.5,0,1,1,1980,0,1,0,7,0,0,1,0,1981,476,0,1,0,650,0,1,0,1,1,0,1,0,1980.0,0,0,130.0,0,0,1,0,0,0,1,2,1,1,1,0,223.42857142857142,1,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,1564,1,0,0,70.0,676,650,1,0,1,8400,0,171000
6,1,0,1,1,1,1,0,1,1285,0,1.5,0,1,0,1977,0,1,0,7,0,1,0,0,1977,528,0,1,0,660,0,0,0,1,1,1,1,0,1977.0,0,0,148.0,0,0,1,0,0,0,1,2,0,1,1,0,183.57142857142858,1,0,0,0,0,0,0,0,0,0,0,1,138,1,0,0,1285,0,0,0,71.0,0,660,1,0,0,8197,0,143500
5,1,1,1,1,0,1,0,1,773,0,1.0,0,1,0,1953,0,1,0,4,0,0,0,0,1953,240,0,1,0,773,0,0,0,1,1,0,1,0,1953.0,0,570,0.0,0,0,1,0,0,0,0,1,0,1,1,0,193.25,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,773,0,0,0,57.0,0,203,1,0,1,7677,1,110000
9,1,1,1,3,2,0,0,1,1966,0,3.5,1,0,0,2008,1,1,1,11,1,1,1,0,2009,820,0,1,1,1926,0,1,0,1,1,1,0,1,2009.0,1,0,860.0,0,1,0,0,0,0,1,3,0,0,1,0,285.45454545454544,1,1,0,0,0,78,0,1,0,0,1,0,144,1,1,0,3140,1,1,0,104.0,1174,1926,0,0,0,13518,0,485000
5,1,0,1,1,2,1,0,1,981,0,2.5,0,0,1,1937,0,1,0,7,0,1,0,0,1950,240,0,1,0,731,0,0,0,1,1,0,0,0,1939.0,0,569,252.0,0,0,1,1,0,0,0,1,0,1,1,0,252.57142857142858,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1768,0,0,0,60.0,787,162,0,0,1,7200,0,175000
6,1,1,0,2,0,1,0,1,616,0,3.5,0,0,1,1997,0,1,0,8,0,0,1,0,1997,603,1,0,1,616,1,1,0,1,1,1,1,0,1997.0,0,462,0.0,0,0,1,0,0,0,1,2,0,1,1,0,211.0,1,0,0,0,1,114,1,0,0,1,1,0,403,0,0,1,1688,1,0,0,79.0,1072,154,0,0,0,12798,1,200000
4,1,0,1,1,0,1,0,0,1196,0,2.0,0,1,0,1916,0,1,0,5,0,1,0,1,1990,440,0,1,0,1196,0,0,0,0,1,0,0,0,1957.0,0,197,0.0,1,0,1,1,0,0,0,2,0,1,1,0,239.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1196,0,0,0,40.0,0,999,1,0,1,4800,1,109900
7,1,0,0,2,1,1,0,1,728,0,3.5,1,0,1,2005,0,1,0,7,0,1,1,0,2005,410,0,1,1,728,0,1,0,1,1,1,1,0,2005.0,0,648,0.0,0,0,1,0,0,0,1,2,0,0,1,0,208.0,1,0,1,0,1,18,1,0,0,1,0,0,36,0,1,1,1456,1,0,0,63.0,728,80,0,0,0,8199,0,189000
9,1,1,0,3,1,0,0,1,1734,0,3.5,1,0,0,2008,1,1,1,12,1,1,1,0,2009,1020,0,1,1,1734,1,1,0,1,1,1,0,1,2009.0,1,0,424.0,0,1,0,0,0,0,1,3,0,0,1,0,235.16666666666666,1,1,0,0,0,170,0,1,0,0,1,0,52,1,0,0,2822,1,1,0,107.0,1088,1734,0,0,0,13891,0,582933
5,1,0,1,1,0,1,0,1,1128,0,1.0,0,1,0,1954,0,1,0,5,0,0,0,0,1954,286,0,1,0,936,0,0,0,1,1,0,1,0,1954.0,0,812,0.0,0,0,1,0,0,0,0,1,1,1,1,0,225.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1128,0,0,0,75.0,0,124,1,0,1,9000,1,118000
7,1,1,1,2,0,1,0,1,1428,0,2.0,0,0,1,2008,0,1,1,6,0,1,1,0,2008,554,1,0,1,1417,0,0,0,1,1,0,1,0,2008.0,0,0,256.0,0,0,0,0,0,0,1,2,0,0,1,0,238.0,0,1,1,0,0,60,0,1,0,0,1,0,0,1,0,0,1428,0,1,0,91.0,0,1417,0,0,0,12274,1,227680
5,1,1,0,2,0,1,0,1,980,0,2.0,0,0,0,1967,0,1,0,6,0,0,0,0,1967,384,0,1,1,980,0,0,0,1,1,1,1,0,1967.0,0,400,0.0,0,0,1,0,0,0,1,1,0,1,1,0,163.33333333333334,0,0,0,0,0,0,0,0,0,1,1,1,68,0,1,0,980,0,0,0,75.0,0,100,1,0,0,9750,1,135500
5,1,0,0,1,1,1,0,1,1072,0,3.5,0,1,0,1923,0,1,0,6,0,1,1,0,2004,528,0,1,0,1324,1,1,0,1,1,0,1,0,1923.0,0,1309,0.0,0,0,1,0,0,0,1,2,0,1,1,0,262.6666666666667,1,0,0,0,2,312,1,0,0,1,0,1,0,0,0,1,1576,0,0,0,144.0,504,15,0,0,0,21384,0,223500
