OverallQual,MSSubClass_40,MasVnrType_BrkCmn,GarageType_Basment,CentralAir_Y,LandContour_Lvl,Exterior1st_Wd Sdng,Exterior2nd_Wd Shng,Neighborhood_Sawyer,Neighborhood_NPkVill,Exterior2nd_VinylSd,LotShape_IR2,BsmtExposure_No,RoofMatl_Tar&Grv,BldgType_Twnhs,MSZoning_FV,Functional_Sev,BsmtQual_0,FullBath,BldgType_Duplex,Fireplaces,Heating_Grav,RoofStyle_Gable,Exterior2nd_CBlock,Exterior1st_BrkFace,MSSubClass_90,Exterior2nd_Stone,GarageType_2Types,BldgType_2fmCon,FireplaceQu_Ex,HeatingQC_Gd,MSZoning_RL,LandSlope_Sev,GarageCond_Fa,Condition1_RRAe,Condition2_PosA,Exterior1st_MetalSd,1stFlrSF,ExterQual_Fa,Functional_Min1,Neighborhood_Edwards,ExterCond_Po,Condition1_RRNn,ExterCond_Fa,Exterior1st_HdBoard,MSSubClass_120,ExterCond_Gd,HouseStyle_1.5Fin,GarageFinish_0,Baths,MSSubClass_180,FireplaceQu_Gd,Neighborhood_Somerst,BsmtExposure_Mn,GarageFinish_RFn,Exterior2nd_ImStucc,MiscFeature_Gar2,Foundation_CBlock,BsmtCond_TA,GarageType_CarPort,KitchenQual_Fa,has_ScreenPorch,Exterior1st_WdShing,Foundation_Slab,BsmtQual_Gd,GarageQual_Po,MSSubClass_80,YearBuilt,RoofStyle_Hip,BsmtFinType2_LwQ,Neighborhood_NAmes,BsmtHalfBath,Exterior1st_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,GarageCond_TA,LandContour_Low,MiscFeature_Shed,KitchenQual_Ex,Fence_GdWo,LotConfig_FR2,Neighborhood_MeadowV,BsmtCond_Po,BsmtFinType2_Rec,Condition2_Feedr,Foundation_Wood,MoSold,Exterior2nd_AsbShng,TotRmsAbvGrd,SaleType_Con,Neighborhood_NridgHt,Id,HeatingQC_Ex,MiscFeature_0,has_OpenPorchSF,RoofMatl_WdShngl,MSSubClass_30,Exterior2nd_AsphShn,YearRemodAdd,GarageArea,LotShape_IR1,LotShape_Reg,Neighborhood_SawyerW,Foundation_PConc,MSSubClass_20,Fence_MnPrv,PoolQC_0,HouseStyle_2.5Unf,SaleCondition_Alloca,Exterior2nd_Plywood,MSSubClass_50,MSSubClass_85,TotalBsmtSF,PoolQC_Gd,Foundation_Stone,Neighborhood_IDOTRR,BldgType_1Fam,HouseStyle_SFoyer,BsmtExposure_Gd,HouseStyle_2Story,Condition1_RRAn,KitchenAbvGr,HouseStyle_SLvl,PavedDrive_P,GarageType_0,LotShape_IR3,Alley_0,BsmtFinType2_GLQ,RoofStyle_Mansard,Electrical_SBrkr,PoolQC_Ex,GarageQual_TA,Electrical_FuseF,has_WoodDeckSF,MSSubClass_160,RoofMatl_CompShg,Exterior1st_Plywood,SaleType_ConLD,Condition1_RRNe,BsmtFinType2_ALQ,MSSubClass_45,Exterior2nd_CmentBd,GarageType_Attchd,GarageType_BuiltIn,GarageYrBlt,SaleType_ConLI,ExterQual_Ex,BsmtFinSF1,Neighborhood_SWISU,MasVnrArea,Fence_GdPrv,Heating_GasA,GarageCond_Gd,MSZoning_RM,Neighborhood_Mitchel,SaleType_ConLw,BsmtQual_Ex,PoolArea,Condition2_Norm,Heating_Wall,BsmtFinType2_Unf,SaleType_WD,GarageType_Detchd,GarageQual_0,BldgType_TwnhsE,Neighborhood_StoneBr,Functional_Min2,BsmtFinSF2,Fence_MnWw,EnclosedPorch,Exterior1st_Stucco,Exterior2nd_HdBoard,Neighborhood_Veenker,RoofMatl_WdShake,open_outside_areas,BsmtFinType1_LwQ,ExterCond_TA,LotConfig_Inside,HouseStyle_1.5Unf,ScreenPorch,Condition2_PosN,GarageCars,Neighborhood_BrkSide,RoofStyle_Flat,HeatingQC_TA,ExterQual_TA,has_PoolArea,RoofStyle_Shed,SaleCondition_Abnorml,BsmtFinType2_0,Exterior1st_BrkComm,Alley_Pave,PavedDrive_Y,PavedDrive_N,Condition1_Norm,Condition1_Feedr,Exterior1st_AsbShng,Neighborhood_Crawfor,roominess,HalfBath,BsmtFinType1_0,MasVnrType_0,SaleCondition_Partial,SaleType_CWD,BsmtExposure_Av,LotConfig_CulDSac,LandSlope_Gtl,ExterQual_Gd,BsmtFinType2_BLQ,GarageCond_0,Exterior2nd_Wd Sdng,Neighborhood_Blueste,LandContour_Bnk,FireplaceQu_Po,BsmtFullBath,Exterior2nd_Stucco,SaleType_COD,MSSubClass_75,Functional_Typ,GarageQual_Gd,Neighborhood_Blmngtn,OpenPorchSF,Condition1_Artery,MSZoning_RH,Neighborhood_Gilbert,LotConfig_Corner,BsmtFinType1_GLQ,Street_Grvl,Neighborhood_OldTown,MasVnrType_Stone,ExterCond_Ex,Foundation_BrkTil,MasVnrType_None,BsmtCond_Gd,Exterior1st_VinylSd,MSZoning_C (all),Exterior1st_CBlock,RoofStyle_Gambrel,MSSubClass_190,BsmtQual_TA,LowQualFinSF,MSSubClass_70,WoodDeckSF,Fence_0,Condition1_PosA,has_MasVnrArea,Electrical_FuseP,Utilities_AllPub,has_LowQualFinSF,BsmtFinType1_Rec,Neighborhood_CollgCr,MiscVal,Neighborhood_NWAmes,BsmtCond_0,GarageFinish_Fin,BsmtQual_Fa,Exterior2nd_MetalSd,BsmtExposure_0,has_3SsnPorch,Functional_Maj2,KitchenQual_Gd,3SsnPorch,LandSlope_Mod,MiscFeature_Othr,GrLivArea,GarageQual_Fa,Street_Pave,FireplaceQu_Fa,MSSubClass_60,door_porch,HouseStyle_1Story,has_EnclosedPorch,GarageCond_Ex,Exterior1st_CemntBd,SaleCondition_Family,Neighborhood_BrDale,SaleType_New,Neighborhood_Timber,HeatingQC_Fa,SaleCondition_Normal,YrSold,CentralAir_N,SaleType_Oth,OverallCond,Electrical_FuseA,LotFrontage,2ndFlrSF,GarageCond_Po,Functional_Mod,BsmtFinType1_Unf,MasVnrType_BrkFace,BsmtUnfSF,Heating_GasW,KitchenQual_TA,BedroomAbvGr,Neighborhood_NoRidge,BsmtFinType1_ALQ,Alley_Grvl,GarageFinish_Unf,Condition1_PosN,has_MiscVal,FireplaceQu_TA,Condition2_Artery,LandContour_HLS,Neighborhood_ClearCr,BsmtCond_Fa,LotConfig_FR3,BsmtFinType1_BLQ,LotArea,HeatingQC_Po,SaleCondition_AdjLand,FireplaceQu_0,Functional_Maj1,SalePrice
5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1002,0,0,1,0,0,0,0,0,0,1,0,2.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1948,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,1073,0,1,0,0,0,0,1950,280,0,1,0,0,0,0,1,0,0,0,1,0,810,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1954.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1456,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2006,0,0,3,1,50.0,454,0,0,1,0,810,0,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,7585,0,0,0,0,91500
6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,698,0,0,1,0,0,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1977,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,1074,0,1,0,0,0,0,1977,440,1,0,0,0,0,1,1,0,0,1,0,0,690,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1977.0,0,0,535,0,140.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,237.66666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1426,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,0,0,6,0,75.0,728,0,0,0,1,155,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7950,0,0,1,0,159500
7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1075,1,1,1,0,0,0,2006,826,0,1,0,1,1,0,1,0,0,0,0,0,1240,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2006.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,248.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,140,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,0,0,5,0,74.0,0,0,0,1,0,1240,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8556,0,0,1,0,194000
7,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,1076,0,1,0,0,0,0,1984,240,0,1,0,0,0,0,1,0,0,0,0,0,800,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1940.0,0,0,410,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,290.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,6,0,75.0,780,0,0,0,0,390,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,13125,0,0,0,0,219500
5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1096,0,1,0,0,0,0,0,0,0,1,0,2.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1936,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,1077,0,0,1,0,0,0,1989,566,0,1,0,0,0,0,1,0,0,0,1,0,796,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1950.0,0,0,626,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,209.42857142857142,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,436,1,0,0,0,1,0,0,0,500,0,0,0,1,0,0,0,0,1,0,0,0,1466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,0,0,8,0,60.0,370,0,0,0,0,170,0,0,3,0,1,1,1,0,1,1,0,0,0,0,0,0,10800,0,0,0,0,170000
5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1969,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,1078,1,1,1,0,0,0,1969,299,1,0,0,0,1,0,1,0,0,1,0,0,1096,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1969.0,0,0,75,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,791,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,182.66666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,240,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1096,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2006,0,0,5,0,70.04995836802665,0,0,0,0,0,230,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,15870,0,0,1,0,138800
6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1079,1,1,0,0,0,0,2004,420,0,1,0,1,0,0,1,0,0,0,0,0,848,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2004.0,0,0,662,0,169.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,282.6666666666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,0,0,5,0,37.0,0,0,0,0,1,186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,0,0,0,0,155900
5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,1080,0,1,1,0,0,0,1994,299,0,1,0,1,1,0,1,0,0,0,0,0,990,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1996.0,0,0,495,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,198.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,0,0,5,0,65.0,0,0,0,0,0,495,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,8775,0,0,1,0,126000
6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,1,0,0,2.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1971,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,1081,1,1,0,0,0,0,2004,528,0,1,0,0,1,0,1,0,0,0,0,0,1258,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1971.0,0,0,656,0,144.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,251.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,55,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,216,0,0,1258,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2008,0,0,7,0,80.0,0,0,0,0,1,602,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,11040,0,0,1,0,145000
5,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1040,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,1082,0,1,0,0,0,0,1963,308,0,1,0,0,1,1,1,0,0,0,0,0,1040,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1963.0,0,0,824,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,220,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,208.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1040,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2010,0,0,5,0,75.0,0,0,0,0,0,216,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,1,0,133000
7,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,1083,1,1,1,0,0,0,2002,527,0,1,0,1,1,0,1,0,0,0,0,0,1459,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2002.0,0,0,0,0,100.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,243.16666666666666,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,192,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2007,0,0,5,0,70.0,0,0,0,1,1,1459,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8749,0,0,0,0,192000
6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1251,0,0,0,0,0,0,1,0,0,0,0,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1964,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0,1084,0,0,1,0,0,0,1964,461,0,1,0,0,1,1,1,0,0,0,0,0,1251,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1964.0,0,0,553,0,425.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,208.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,1251,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2006,0,0,6,0,80.0,0,0,0,0,1,698,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,8800,0,0,0,0,160000
6,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,691,0,0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,1085,0,1,1,0,0,0,1996,409,0,0,0,1,0,0,1,0,0,0,0,0,691,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1995.0,0,0,592,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,249.66666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,315,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1498,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,0,0,5,0,70.04995836802665,807,0,0,0,0,99,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,13031,0,0,0,0,187500
6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,996,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,1086,1,1,0,0,0,0,1992,564,0,1,1,1,0,0,1,0,0,0,0,1,936,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1992.0,0,0,747,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,199.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,0,0,6,0,73.0,0,0,0,0,0,189,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9069,0,0,1,0,147000
4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1973,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,6,0,0,1087,0,1,1,0,0,0,1973,286,0,1,0,0,0,0,1,0,0,0,0,0,546,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1973.0,0,0,334,0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,182.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2010,0,0,5,0,70.04995836802665,546,0,0,0,0,212,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1974,0,0,1,0,83500
8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,1088,1,1,1,0,0,0,2006,1043,0,1,0,1,0,0,1,0,0,0,0,0,1082,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2005.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,217.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,160,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1953,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,0,0,5,0,85.0,871,0,0,1,0,1082,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10574,0,0,0,0,252000
